,sentence,tags
294,The base premium and the auto premium determine the car premium.,O B-BAS I-BAS O O B-BAS I-BAS O O B-DER I-DER O 
295,"Unless your age is 18, your gym membership is valid, else your gym membership is invalid.",O O B-BAS O O O O B-DER I-DER O O O O O B-DER I-DER O O O 
296,"In case that you request an interantional order, an extra cost will be charged. ",O O O O O O O B-BAS O O O B-DER O O O O 
297,Tuna sandwiches need to be served when the day is Thursday and the weather is sunny.,O B-DER O O O O O O B-BAS O O O O B-BAS O O O 
298,"In most cases, the bank may require the borrower to provide a feasibility report of the project they are about to undertake to evaluate the risk.",O O O O O O O O O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS O O O O O O B-DER I-DER I-DER O 
299,"Your course study load is measured by credit points, which is determined by the number of contact hours, assessments, and hours for personal study related to the course.",O B-DER I-DER I-DER O O O B-BAS I-BAS O O O O O O B-BAS I-BAS I-BAS I-BAS O B-BAS O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O 
300,"The amount of water that a plant needs, depends on the plant's size, environment, and origin.",O B-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O O B-BAS I-BAS I-BAS O B-BAS O O B-BAS O 
301,"Further, if the day is Wednesday and it is rainy weather  on the other hand, fish sandwiches are required.",O O O O B-BAS O O O O O O B-BAS O O O O O O B-DER O O O 
302,"If your symptoms are a fever or a cough, your chance of being infected with covid-19 is high.",O O B-BAS O O O O O O O O B-DER I-DER I-DER I-DER I-DER I-DER O O O 
303,"If the customer is in the testing phase, and the service request is a bug, then the cost should be 0 euros.",O O B-BAS O O O O O O O O B-BAS I-BAS O O O O O O B-DER O O O O O 
304,According to whether the account holder is a rewards member or not the price is made.,O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O B-DER O O O 
305,"For example, for jobs that include waitressing or manal effort, the NEAT is significantly greater than jobs uncluding office work for 8 hours a day.",O O O O B-BAS O O O O O O O O B-DER O O O O O O O O O O O O O O 
306,A person's age and physical condition influence your actual heart rate. ,O B-BAS I-BAS I-BAS O B-BAS I-BAS O O B-DER I-DER I-DER O 
307,"If the score is 10, the service request is a product change, otherwise the service request is a bug.",O O B-BAS O O O O B-DER I-DER O O O O O O O B-DER I-DER O O O O 
308,"The customer price is 0 euros, if the service request is a bug, and the phase is testing.",O B-DER I-DER O O O O O O B-BAS I-BAS O O O O O O B-BAS O O O 
309,"A credit check is based on credit history, which includes the number of open accounts, total levels of debt, and repayment history, and other factors. ",O B-DER I-DER O O O B-BAS I-BAS O O O O B-BAS I-BAS I-BAS I-BAS O B-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS O O B-BAS I-BAS O 
310,"Whether an unemployment benefit is approved or not, depends on a citizen’s nationality, the employment period and employment type, the validation of the ID card, the physical test result, and also the citizen’s health condition.",B-DER I-DER I-DER I-DER I-DER I-DER O O O O O O B-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS O B-BAS I-BAS O O B-BAS I-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O 
311,"The shipping method, the supplier and the order amount will determine the shipping costs of Amazon to Belgium.",O B-BAS I-BAS O O B-BAS O O B-BAS I-BAS O O O B-DER I-DER I-DER I-DER I-DER I-DER O 
312,"Based on the collected information, the Intelligent Admission Application System classifies the candidates into inacceptable, medium or top candidates.",O O O B-BAS I-BAS O O O O O O O O O O B-DER I-DER I-DER I-DER I-DER I-DER O 
313,"After the ranking run, the system produces the list of acceptable candidates according to their preference score and with the indication of scholarship (Y/N). ",O O O O O O O O O B-DER I-DER I-DER I-DER O O O B-BAS I-BAS O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O 
314,"If the number of nominees is equal to 3, then the election criterion is the majority vote.",O O B-BAS I-BAS I-BAS O O O O O O O B-DER I-DER O O O O O 
315,If the season is winter or the weather is rainy we will have a warm meal.,O O B-BAS O O O O B-BAS O O O O O O O B-DER O 
316,GPA is calculated by dividing the total points earned in a program by the total number of credits attempted.,B-DER O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS I-BAS I-BAS O 
317,"In case that the order is more than 39 units, the discount is 6%.",O O O O B-BAS O O O O O O O B-DER O O O O 
318,A loyal customer is defined as such if his AnnualSales is high and his Customeryears is more than 5. ,O O B-DER O O O O O O B-BAS O O O O B-BAS O O O O O 
319,"When the order lays in between 200 units and 500 units, and the customer is a business, the discount is 10%.",O O B-BAS O O O O B-BAS O O O O O O B-BAS O O O O O B-DER O O O O 
320,Consumer surplus is the price consumers are willing to pay minus the price cosnumers pay.,B-DER I-DER O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS O 
321,"If your country is in the list, your eligibility to work in the UK is taken into consideration, otherwise you need to apply for a work Visa.",O O B-BAS O O O O O O B-DER I-DER I-DER I-DER I-DER I-DER O O O O O O O O O O O O O O O 
322,A person's subscription is valid if the person's age is between 21 and 75.,O B-DER I-DER I-DER O O O O B-BAS I-BAS I-BAS O O O O O O 
323,"Tests and procedures used to stage breast cancer may include: blood tests, a mammogram, or a Breast MRI.",O O O O O B-DER I-DER I-DER O O O B-BAS I-BAS O O B-BAS O O O B-BAS I-BAS O 
324,"If testing capacity is limited or the risk of infection is high, the first group to be tested should be those at higher risk of infection, such as health workers, and those at higher risk of severe illness such as older people.",O B-BAS I-BAS O O O O B-BAS I-BAS I-BAS O O O O B-DER I-DER I-DER I-DER I-DER O O O O O O O O O O O O O O O O O O O O O O O O O O O 
325,"Credit scores are calculated based on the information in your credit report, which includes your loans, credit cards, and payment history.",B-DER I-DER O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS O O O O B-BAS O B-BAS I-BAS O O B-BAS I-BAS O 
326,"When the customer doesn't have a premium card, however, the customer is a monthly subscriber, then the number of champaign bottles is 2.",O O B-BAS O O O O O O O O O O B-BAS O O O O O O O B-DER I-DER I-DER I-DER O O O 
327,"If your goal is to lose fat, your caloric intake should be in a deficit, otherwise your caloric intake should be in a balance.",O O B-BAS O O O O O O B-DER I-DER O O O O O O O O B-DER I-DER O O O O O O 
328,"If your sleep schedule is disrupted, your blood sugar levels will be higher than normal and the risk for type 2 diabetes will increase.",O O B-BAS I-BAS O O O O B-DER I-DER I-DER O O O O O O O B-DER I-DER I-DER I-DER I-DER O O O 
329,"The application risk of a client is assessed by benchmarking the application risk score, which is predicted through the application risk score model, against the application risk category table.",O B-DER I-DER I-DER I-DER I-DER O O O O O B-BAS I-BAS I-BAS O O O O O O O O O O O O O B-BAS I-BAS I-BAS I-BAS O 
330,Lenders use your credit scores to predict how reliable you’ll be in paying your loan.,O O O B-BAS I-BAS O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O 
331,All of these factors are taken into account when measuring your health level.,O O O O O O O O O O O B-DER I-DER O 
332,"To establish the customer profile, we need information about previously watched movies.  ",O O O B-DER I-DER O O O O O B-BAS I-BAS I-BAS O 
333,"If weather is nice, the activity to be planned should be a picknick and if weather is rainy, the activity to be planned is a film night.",O B-BAS O O O O B-DER I-DER I-DER I-DER O O O O O O B-BAS O O O O B-DER I-DER I-DER I-DER O O O O O 
334,The overall quality of life influences the person's health status. ,O B-BAS I-BAS I-BAS I-BAS O O B-DER I-DER I-DER I-DER O 
335,"Whether you get a discount depends on the total amount of points earned, which is determined by the amount of money you have spend on products.",B-DER I-DER I-DER I-DER I-DER O O O B-BAS I-BAS I-BAS I-BAS I-BAS O O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O 
336,"Based on your function and your senior level, the company can determine the amount of vacation days you will get awarded.",O O O B-BAS O O B-BAS I-BAS O O O O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O 
337,Feedback scores are calculated as the total of positive ratings from unique trading partners minus the total of negative ratings from unique trading partners.,B-DER I-DER O O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O 
338,"Along with unemployment, the jobs data, and the consumer price index, economists track labor productivity to determine the relative strength of an economy.",O O B-BAS O O B-BAS I-BAS O O O B-BAS I-BAS I-BAS O O O B-BAS I-BAS O O O B-DER I-DER I-DER I-DER I-DER O 
339,"The pre-selection decision for an internship at the European commision is ascertained by your university degree, languages and prior employment.",O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O O B-BAS I-BAS O B-BAS O B-BAS I-BAS O 
340,"Carbs are determined by subtracting your protein and fat calories from the daily calorie total, then dividing by 4.",B-DER O O O O O B-BAS O B-BAS I-BAS O O B-BAS I-BAS I-BAS O O O O O O 
341,"The amount of working capital a small business needs to run smoothly depends largely on the type of business, its operating cycle, and management goals.",O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O O B-BAS I-BAS I-BAS O O B-BAS I-BAS O O B-BAS I-BAS O 
342,"We take into account the number of flights of a customer and the degree to which the economy cabin is overbooked, in order to determine which passengers are eligible to be upgraded to Business or First class.",O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O 
343,"If your level of chronic stress is high, your level of anxiety increases.",O O B-BAS I-BAS I-BAS I-BAS O O O O B-DER I-DER I-DER O O 
344,"If your employment status is unemployed, the amount of benefit on 1 March 2020 is equal to a basic benefit.",O O B-BAS I-BAS O O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O O B-BAS I-BAS O 
345,"For physical activity of vigorous intensity, your target heart rate should be between 77% and 93% of your maximum heart rate, except if your age is 15 years or younger.",O B-BAS I-BAS O O O O O B-DER I-DER I-DER O O O O O O O O O O O O O O O O O B-BAS O O O O O O 
346,"The lender’s human capital, on the other hand, includes education, banking experience, lending experience and the exposure to SME loans.",O B-DER I-DER I-DER I-DER I-DER O O O O O O O B-BAS O B-BAS I-BAS O B-BAS I-BAS O O B-BAS I-BAS I-BAS I-BAS O 
347,"Specialization factors, such as muscle memory or learning new techniques, and better training can influence technical efficiency.",O O O O O B-BAS I-BAS O B-BAS I-BAS I-BAS O O B-BAS I-BAS O O B-DER I-DER O 
348,"On the other hand, in case of rain on Tuesday, tomatoe sandwiches will be served. ",O O O O O O O O B-BAS O B-BAS O O B-DER O O O O 
349,"On the other hand, if the day of the week is Monday and the weather appears to be sunny, then cheese sandwiches need to be made.",O O O O O O O B-BAS I-BAS I-BAS I-BAS O O O O B-BAS O O O O O O O B-DER O O O O O 
350,"Furthermore, the meal we have is influenced by the weather which is determined by the season.",O O O B-DER O O O O O O B-BAS O O O O O B-BAS O 
351,customer status and this depends on order amount.,B-DER I-DER O O O O B-BAS I-BAS O 
352,"Figuring out your total daily energy expenditure begins with calculating your BMR, which is determined by the number of calories your body uses to maintain vital functions.",O O O B-DER I-DER I-DER I-DER O O O O B-BAS O O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O 
353,"When preparing for differential diagnosis, a doctor will need to take a person’s full medical history into account.",O O O B-DER I-DER O O O O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O 
354,"total amount of points earned, which is determined by the amount of money you have spend on products.",B-DER I-DER I-DER I-DER I-DER O O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O 
355,The risk rating is medium if the financial situation is moderate.,O B-DER I-DER O O O O B-BAS I-BAS O O O 
356,"If your eating habits are well and exercise level is regularly, but your sleep level is under 7 hours every night, your efforts are undermined.",O O B-BAS I-BAS O O O B-BAS I-BAS O O O O O B-BAS I-BAS O O O O O O O O B-DER O O O 
357,"However, when the customer is a monthly subscriber, then the number of champaign bottles is 1.",O O O O B-BAS O O O O O O O B-DER I-DER I-DER I-DER O O O 
358,"If your goal varies per year, your calorie intake should also vary per year.",O O B-BAS O O O O O B-DER I-DER O O O O O O 
359,"In case your company follows a residual dividend policy, the financement of projects should come from internally generated equity,  unless if you are a non profit company. ",O O O O O O O B-BAS I-BAS O O B-DER I-DER I-DER O O O O O O O O O O O O O O B-BAS O 
360,"First, the health risk is ascertained by taking into account the client’s medical history, smoking habits, and lifestyle.",O O O B-DER I-DER O O O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS O B-BAS I-BAS O O B-BAS O 
361,Your cancer's stage helps determine your prognosis and the best treatment options.,O B-BAS I-BAS I-BAS O O O B-DER O O B-DER I-DER I-DER O 
362,Your traveled distance is your average velocity multiplied with the expired time.,O B-DER I-DER O O B-BAS I-BAS O O O B-BAS I-BAS O 
363,The technical efficiency of a worker is optimal if the production is the maximum output from the minimum quantity of inputs.,O B-DER I-DER I-DER I-DER I-DER O O O O B-BAS O O O O O O O O O O O 
364,"If your diet contains a lot of protein, your daily calories burned will be higher than if you were to eat the same diet with a lower amount of protein.",O O B-BAS O O O O O O O B-DER I-DER I-DER O O O O O O O O O O O O O O O O O O O 
365,"If the amount of loan is below the amount required to perform the intended purpose, the loan's risk of default is high.",O O B-BAS I-BAS I-BAS O O O O O O O O O O O O B-DER I-DER I-DER I-DER I-DER O O O 
366,"Further, if the service request is a change request, and the phase is development, then the cost is 150 euros.",O O O O B-BAS I-BAS O O O O O O O B-BAS O O O O O B-DER O O O O 
367,Your age and insurance information are required for a car rental. ,O B-BAS O B-BAS I-BAS O O O O B-DER I-DER O 
368,The dinner and the drinks depend on the guests and the weather. ,O B-DER O O B-DER O O O B-BAS O O B-BAS O 
369,"Perceived exertion is how hard you feel like your body is working, it is based on the physical sensations a person experiences during physical activity.",B-DER I-DER O O O O O O O O O O O O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O 
370,"If your body's stress level is higher than normal, the amount of glucose your liver produces is extra high to give you a boost of energy.",O O B-BAS I-BAS I-BAS I-BAS O O O O O O B-DER I-DER I-DER I-DER I-DER I-DER O O O O O O O O O O O 
371,"If the financial situation is moderate, the risk level is medium and otherwise low. ",O O B-BAS I-BAS O O O O B-DER I-DER O O O O O O 
372,"If you notice a change in your nipple, there is a high chance you have breast cancer.",O O O O B-BAS I-BAS I-BAS I-BAS O O O O O B-DER I-DER I-DER I-DER I-DER O 
373,The performance score is calculated from the KPI data and the project data. ,O B-DER I-DER O O O O B-BAS I-BAS O O B-BAS I-BAS O 
374,"If the time to market (TTM) is long,  the amount of working capital should be high to ensure financial obligations can be met.",O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O O B-DER I-DER I-DER I-DER O O O O O O O O O O O 
375,Genetic factors likely play some role in high blood pressure and heart disease.,B-BAS I-BAS O O O O O O B-DER I-DER O B-DER I-DER O 
376,"If the employee has an anciennity of at least 3 years and an absence for less than 4 weeks during the year, the employee gets an anciennity premium. ",O O O O O B-BAS O O O O O O O B-BAS O O O O O O O O O O O O O O B-DER O 
377,"To assess whether an employee gets a bonus, the HR department gives a score, depending on the working hours and performance.",O O B-DER I-DER I-DER I-DER I-DER I-DER O O O O O O B-BAS O O O O B-BAS I-BAS O B-BAS O 
378,The differential diagnosis made by a doctor is based on the patient’s full medical history.,O B-DER I-DER O O O O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O 
379,"For women, the basal metabolic rate is equal to 655 + (9.6 X weight in kg) + (1.8 x height in cm) – (4.7 x age in yrs).",O O O O B-DER I-DER I-DER O O O O O O O O B-BAS O O O O O O O B-BAS O O O O O O O B-BAS O O O O 
380,The employee bonus is assessed from a scoring.,O B-DER I-DER O O O O B-BAS O 
381,"Whenever you experience sickness or pain in the chest, a permission to get tested is granted.",O O O B-BAS O B-BAS I-BAS I-BAS I-BAS O O B-DER I-DER I-DER I-DER O O O 
382,"If the day is Tuesday and the weather is rainy, herb sandwiches need to be prepared.",O O B-BAS O O O O B-BAS O O O O B-DER O O O O O 
383,It can also compromise decision-making processes and creativity.,O O O O B-DER I-DER O B-DER O 
384,If your growth stage is adult your amount of sleep should be 7 to 9 hours and if your growth stage is teenager your amount of sleep should be 8 to 10 hours. ,O O B-BAS I-BAS O O O B-DER I-DER I-DER O O O O O O O O O B-BAS I-BAS O O O B-DER I-DER I-DER O O O O O O O 
385,The person’s health status and the quality of life define the overall quality of life. ,O B-BAS I-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS O O B-DER I-DER I-DER I-DER O 
386,"Otherwise, the score is B.",O O O B-DER O O O 
387,If your breast cancer stage is 0 the chance that the cancer is noninvasive or contained within the milk ducts is high.,O O B-BAS I-BAS I-BAS O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O 
388,"If you are 65 years old, or if your disease is permanent kidney failure, Medicare is available for you.",O O O O B-BAS I-BAS O O O O B-BAS O O O O O B-DER I-DER I-DER O O O 
389,It plays a key role in a lender's decision to offer you credit.,O O O O O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER O 
390,Your integration income depends on the category to which you belong.,O B-DER I-DER O O O B-BAS O O O O O 
391,Your maternity benefit is calculated as 82% of your salary (no ceiling) for the first 30 days and it is calculated as 75% of your salary (subject to ceiling) from the 31st day onwards.,O B-DER I-DER O O O O O O O B-BAS O O O O O O B-BAS I-BAS I-BAS O O O O O O O O O B-BAS O O O O O O O B-BAS I-BAS I-BAS O 
392,"If your level of impulsiveness is rather high, the amount of accidents and injuries you've experienced may be higher than others.",O O O O B-BAS O O O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O O O O 
393,A low carb diet needs to be follow if you want to lose weight.,O O B-BAS I-BAS O O O O O O O O B-DER I-DER O 
394,"If the person's age is between 19 and 30 years, then the insurance cost is 100 euro per year.",O O B-BAS I-BAS I-BAS O O O O O O O O O B-DER I-DER O O O O O O 
395,"If your drowsiness is taking the upperhand during the day, the risk for car accidents and injuries from other causes increases.",O O B-BAS O O O O O O O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O O 
396,The period in which a person will get vaccinated is determined by the number of available doses and the person’s assigned group. ,O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O O B-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS I-BAS I-BAS O 
397,"The menu will depend on the day of the week, and the current weather.",O B-DER O O O O B-BAS I-BAS I-BAS I-BAS O O O B-BAS I-BAS O 
398,It is an important statistic that indicates whether an economy is growing or contracting.,O O O O O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER O 
399,"As a result, the financement of dividend payments is generated from the residual or leftover equity only if all project capital requirements are met.",O O O O O B-DER I-DER I-DER I-DER O O O O O O O O O O B-BAS I-BAS I-BAS I-BAS O O O 
400,"However, when the person is between 16 and 18 years old, insurance cost amounts to 800 euros.",O O O O B-BAS O O O O O B-BAS I-BAS O B-DER I-DER O O O O O 
401,Employee benefit is calculated by dividing the working days in a year by the salary. ,B-DER I-DER O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS O O B-BAS O 
402,"If your disease is different from Lou Gehrig's disease, your period of Medicare benefits begins after 24 months, otherwise your period of Medicare benefits begins in the first month.",O O B-BAS O O O O O O O O O B-DER I-DER I-DER I-DER O O O O O O O B-DER I-DER I-DER I-DER O O O O O O 
403,"If your application is incomplete, your application process will be delayed.",O O B-BAS O O O O B-DER I-DER O O O O 
404,"Next, your personal history is taken into account when calculating your panda points.",O O O B-BAS I-BAS O O O O O O O B-DER I-DER O 
405,"Specifically, you are entitled to an integration income depending on three particular circumstances: being your level of the local language, your occupation and your age.",O O O O O O O B-DER I-DER O O O O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS O O B-BAS O O B-BAS O 
406,"At last, whenever the day is Friday, and it is sunny, ham sandwiches need to be made. ",O O O O O O O B-BAS O O O O B-BAS O O B-DER O O O O O 
407,The vaccination period in which you can get tested depends on your country’s testing capacity and your risk of infection.,O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O B-BAS I-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS O 
408,The net operating income (NOI) formula calculates a company's income after operating expenses are deducted. ,O B-DER I-DER I-DER I-DER I-DER I-DER I-DER O O B-BAS I-BAS I-BAS O B-BAS I-BAS O O O 
409,The producer surplus is the total amount of revenue minus the total cost.,O B-DER I-DER O O B-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS O 
410,"To decide whether a client is eligible for credit, the health risk and financial risk of the client need to be evaluated.",O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER O O B-BAS I-BAS O B-BAS I-BAS I-BAS I-BAS I-BAS O O O O O 
411,"If the physical activity is of low intensity, your target heart rate should be between 64% and 76% of your maximum heart rate, otherwise your target heart rate should be between 77% and 93% of your maximum heart rate.",O O B-BAS I-BAS O O O O O O B-DER I-DER I-DER O O O O O O O O O O O O O O O O B-DER I-DER I-DER O O O O O O O O O O B-BAS I-BAS I-BAS O 
412,The cabin seat status and the flight history define the chance that a passenger is upgraded.,O B-BAS I-BAS I-BAS O O B-BAS I-BAS O O B-DER I-DER I-DER I-DER I-DER I-DER O 
413,The eligibility for a scholarship is taken into account if the score is more than 3.0.,O B-DER I-DER I-DER I-DER O O O O O O B-BAS O O O O O 
414,"The risk rating is medium if the financial situation is moderate, the customer's business is profitable, and the loan exceeds 1100 euro.",O B-DER I-DER O O O O B-BAS I-BAS O O O O B-BAS I-BAS I-BAS O O O O O B-BAS O O O O 
415,If the demand for a company's shares is high the price will tend to drive up.,O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O B-DER O O O O O O 
416,"scoring, which is based on the working hours and profit.",B-DER O O O O O O B-BAS I-BAS O B-BAS O 
417,"person's health status, which defines a person's happiness. ",B-BAS I-BAS I-BAS I-BAS O O O O B-DER I-DER I-DER O 
418,"Unless your goal is to lose fat, your caloric intake should be in a balance, else we typically recommend a caloric intake of 2100 kcal. ",O O B-BAS O O O O O O B-DER I-DER O O O O O O O O O O O B-DER I-DER O O O O 
419,Figuring out your total daily energy expenditure begins with calculating your BMR.,O O O B-DER I-DER I-DER I-DER O O O O B-BAS O 
420,Eligibility for smallpox vaccine is dependent on risk and outbreak.,B-DER I-DER I-DER I-DER O O O B-BAS O B-BAS O 
421,The credit analyst makes a final decision based on the reports and issues at hand.,O O O O O B-DER I-DER O O O B-BAS O B-BAS I-BAS I-BAS O 
422,"For the first 30 days, the basic benefit is equivalent to the amount of your unemployment benefit + an additional allowance of 19.5% of gross capped salary at € 116.85.",O O O O O O O B-DER I-DER O O O O B-BAS I-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS O O O O B-BAS I-BAS I-BAS O O O O 
423,"If the number of people you live with is 0, your status will be regarded as single and your integration income will be € 940.11 per month.",O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O O O B-DER O O O O O O O B-DER I-DER O O O O O O O 
424,"A company often wants to calculate how much time off employees have aggregated through the years, therefor it needs to know how long the employee works at their company, the number of days of vacation it already has taken and the number of vacation days the company awards employees. ",O O O O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O O B-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS I-BAS O 
425,"When your country of residence does not fall within the category of risk-countries or your PCR test is negative, the permission to enter the country is granted.",O O B-BAS I-BAS I-BAS O O O O O O O O O O B-BAS I-BAS O O O O B-DER I-DER I-DER I-DER I-DER O O O 
426,"Unless your age is 18, the permission to use our website is granted, else the permission to use our website is stalled until the approval of your parents.",O O B-BAS O O O O B-DER I-DER I-DER I-DER I-DER O O O O O B-DER I-DER I-DER I-DER I-DER O O O O O O O O O 
427,"Generally, Medicare is available if your age is 65 or older.",O O B-DER O O O O B-BAS O O O O O 
428,"Moreover, age determines the driver premium.",O O B-BAS O O B-DER I-DER O 
429,"If the weather is sunny, the treat to be sold is ice cream, else waffles.",O O B-BAS O O O O B-DER I-DER I-DER I-DER O O O O O O O 
430,"If your age is 65 and above, Medicare is available for you, else other criteria for Medicare are taken into account.",O O B-BAS O O O O O B-DER O O O O O O B-DER I-DER I-DER I-DER O O O O O 
431,"However, the premium is only awarded if: the employee's absence is less than 2 weeks during the year, or the employee's absence is less than 4 weeks during the year and his/her appreciation score was excellent.",O O O B-DER O O O O O O B-BAS I-BAS I-BAS O O O O O O O O O O O B-BAS I-BAS I-BAS O O O O O O O O O O B-BAS I-BAS O O O 
432,"If concerns about ADHD are arising, your first step to diagnosis is to take your child to a specialist or to contact your local early intervention agency.",O B-BAS I-BAS I-BAS O O O O B-DER I-DER I-DER I-DER O O O O O O O O O O O O O O O O O 
433,"Breast cancer staging also takes into account your cancer's grade, determined by the presence of tumor markers, such as receptors for estrogen, progesterone and HER2, and proliferation factors.",B-DER I-DER I-DER O O O O O B-BAS I-BAS I-BAS O O O O O O O O O O O B-BAS I-BAS I-BAS O B-BAS O B-BAS O O B-BAS I-BAS O 
434,"If the amount of hours exercised is 2h per day, but your sleep pattern is disrupted, your efforts may be undermined.",O O B-BAS I-BAS I-BAS I-BAS O O O O O O O B-BAS I-BAS O O O O B-DER O O O O 
435,"If your degree of sleep deprivation is high, your mood can be emotional and quick-tempered.",O O B-BAS I-BAS I-BAS I-BAS O O O O B-DER O O O O O O 
436,"If the employee has an anciennity of at least 3 years, the employee premium is equal to a productivity premium.",O O O O O B-BAS O O O O O O O B-DER I-DER O O O O O O O 
437,"Whenever the customer phase is testing, and the customer's service request is a change request, the cost is 600 euros.",O O B-BAS I-BAS O O O O O B-BAS I-BAS I-BAS I-BAS O O O O O O B-DER O O O O 
438,"At last, if a person's age is between 28 and 50, and was not involved in a car accident, insurance cost is 400 euros.",O O O O O B-BAS I-BAS I-BAS O O O O O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS O B-DER I-DER O O O O 
439,A country’s GDP is equal to customer spending (C) + business investments (I) + governmental spending (G) + net eports (X-M).,O B-DER I-DER I-DER I-DER O O O B-BAS I-BAS O O O O B-BAS I-BAS O O O O B-BAS I-BAS O O O O B-BAS I-BAS O O O O 
440,"If your means of support are insufficient and your ability to obtain adequate income is low, an integration income is granted.",O O B-BAS I-BAS I-BAS O O O O B-BAS I-BAS I-BAS I-BAS I-BAS O O O O B-DER I-DER O O O 
441,"On the other hand, if student commuting is not necessary or if the enrollement in a Belgian university is not confirmed, then the right of a permit is not granted.",O O O O O O B-BAS I-BAS O O O O O O B-BAS I-BAS I-BAS I-BAS I-BAS O O O O O O B-DER I-DER I-DER I-DER O O O O 
442,"If your number of exposures to COVID-19 is higher than 5 or if your covid-19 test turns out positive, the chance that someone from the health department will call you is high.",O O B-BAS I-BAS I-BAS I-BAS I-BAS O O O O O O O B-BAS I-BAS O O O O O B-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER I-DER O O O 
443,The slope of a line is equal to y1 minus y0 divided by x1 minus x0.,O B-DER I-DER I-DER I-DER O O O B-BAS O B-BAS O O B-BAS O B-BAS O 
444,The service request is a product change if the score is 10.,O B-DER I-DER O O O O O O B-BAS O O O 
445,The loading of a container in pounds equals the sum of the weights of all packages.,O B-DER I-DER I-DER I-DER O O O O O O O B-BAS I-BAS I-BAS I-BAS O 
